transaction_id,customer_id,date,merchant,category,transaction_type,amount,payment_method,status
TXN-201290,CUST-1089,2026-01-31,Zomato,Food & Dining,DEBIT,137.5,Debit Card,SUCCESS
TXN-201291,CUST-1002,2026-08-08,Airtel,Bills & Utilities,DEBIT,7784.45,Credit Card,SUCCESS
TXN-201292,CUST-1015,2026-02-23,Apollo Pharmacy,Healthcare,DEBIT,6363.79,Debit Card,SUCCESS
TXN-201293,CUST-1024,2026-06-05,Spotify,Entertainment,DEBIT,4948.74,UPI,SUCCESS
TXN-201294,CUST-1007,2026-02-26,Swiggy,Food & Dining,DEBIT,5949.74,Credit Card,SUCCESS
TXN-201295,CUST-1052,2026-07-23,Flipkart,Shopping,DEBIT,3863.82,UPI,SUCCESS
TXN-201296,CUST-1058,2026-03-03,Swiggy,Food & Dining,DEBIT,3011.27,Net Banking,SUCCESS
TXN-201297,CUST-1082,2026-04-08,Training Institute,Education,DEBIT,1531.25,Credit Card,SUCCESS
TXN-201298,CUST-1003,2026-01-04,Indane Gas,Bills & Utilities,DEBIT,2162.41,Net Banking,SUCCESS
TXN-201299,CUST-1012,2026-04-30,MedPlus,Healthcare,DEBIT,1004.0,Debit Card,SUCCESS
TXN-201300,CUST-1050,2026-05-17,PharmEasy,Healthcare,DEBIT,1993.29,Credit Card,SUCCESS
TXN-201301,CUST-1087,2026-08-03,Flipkart,Shopping,DEBIT,2059.19,UPI,SUCCESS
TXN-201302,CUST-1110,2026-06-09,Blinkit,Food & Dining,DEBIT,2469.1,Net Banking,SUCCESS
TXN-201303,CUST-1047,2026-03-18,Zomato,Food & Dining,DEBIT,6315.91,Net Banking,SUCCESS
TXN-201304,CUST-1067,2026-01-27,Domino's,Food & Dining,DEBIT,6880.64,Credit Card,SUCCESS
TXN-201305,CUST-1063,2026-05-27,Croma,Shopping,DEBIT,5641.06,Net Banking,SUCCESS
TXN-201306,CUST-1005,2026-05-13,Ajio,Shopping,DEBIT,523.02,Net Banking,SUCCESS
TXN-201307,CUST-1026,2026-03-24,Amazon,Shopping,DEBIT,5026.1,Net Banking,SUCCESS
TXN-201308,CUST-1012,2026-03-05,Water Bill,Bills & Utilities,DEBIT,342.08,Net Banking,SUCCESS
TXN-201309,CUST-1006,2026-06-17,Uber,Travel,DEBIT,3125.69,UPI,SUCCESS
TXN-201310,CUST-1087,2026-01-12,Amazon,Shopping,DEBIT,4405.03,Debit Card,SUCCESS
TXN-201311,CUST-1111,2026-08-03,Apollo Pharmacy,Healthcare,DEBIT,2222.38,Net Banking,SUCCESS
TXN-201312,CUST-1075,2026-02-06,Blinkit,Food & Dining,DEBIT,2936.94,UPI,SUCCESS
TXN-201313,CUST-1100,2026-05-23,YouTube Premium,Entertainment,DEBIT,7021.53,UPI,SUCCESS
TXN-201314,CUST-1043,2026-03-25,Zomato,Food & Dining,DEBIT,7203.03,UPI,SUCCESS
TXN-201315,CUST-1116,2026-08-06,Jio,Bills & Utilities,DEBIT,6167.89,UPI,SUCCESS
TXN-201316,CUST-1120,2026-05-29,IRCTC,Travel,DEBIT,3986.94,UPI,SUCCESS
TXN-201317,CUST-1107,2026-02-14,Spotify,Entertainment,DEBIT,3991.24,Credit Card,SUCCESS
TXN-201318,CUST-1059,2026-03-18,Indane Gas,Bills & Utilities,DEBIT,2276.96,Net Banking,SUCCESS
TXN-201319,CUST-1021,2026-05-19,Domino's,Food & Dining,DEBIT,3923.48,Net Banking,SUCCESS
TXN-201320,CUST-1008,2026-03-11,Flipkart,Shopping,DEBIT,7013.21,Credit Card,SUCCESS
TXN-201321,CUST-1112,2026-01-25,Flipkart,Shopping,DEBIT,479.72,Net Banking,SUCCESS
TXN-201322,CUST-1075,2026-06-20,Zomato,Food & Dining,DEBIT,680.03,Net Banking,SUCCESS
TXN-201323,CUST-1015,2026-03-21,Croma,Shopping,DEBIT,6561.89,Net Banking,SUCCESS
TXN-201324,CUST-1084,2026-04-09,Udemy,Education,DEBIT,5437.85,Net Banking,SUCCESS
TXN-201325,CUST-1084,2026-05-11,MedPlus,Healthcare,DEBIT,1349.89,Debit Card,SUCCESS
TXN-201326,CUST-1021,2026-07-26,Starbucks,Food & Dining,DEBIT,7875.45,Credit Card,SUCCESS
TXN-201327,CUST-1097,2026-07-28,Ola,Travel,DEBIT,2110.86,Net Banking,SUCCESS
TXN-201328,CUST-1113,2026-05-23,Starbucks,Food & Dining,DEBIT,5516.39,Net Banking,SUCCESS
TXN-201329,CUST-1009,2026-05-11,Apollo Pharmacy,Healthcare,DEBIT,2927.02,Debit Card,SUCCESS
TXN-201330,CUST-1108,2026-05-08,Jio,Bills & Utilities,DEBIT,6442.38,UPI,SUCCESS
TXN-201331,CUST-1044,2026-06-09,MedPlus,Healthcare,DEBIT,4869.83,Debit Card,SUCCESS
TXN-201332,CUST-1070,2026-04-02,Croma,Shopping,DEBIT,1064.98,Net Banking,SUCCESS
TXN-201333,CUST-1110,2026-04-04,Udemy,Education,DEBIT,5788.65,Debit Card,SUCCESS
TXN-201334,CUST-1050,2026-06-27,Water Bill,Bills & Utilities,DEBIT,2551.93,Credit Card,SUCCESS
TXN-201335,CUST-1070,2026-08-11,Flipkart,Shopping,DEBIT,1769.65,UPI,SUCCESS
TXN-201336,CUST-1047,2026-02-18,PharmEasy,Healthcare,DEBIT,7976.78,UPI,SUCCESS
TXN-201337,CUST-1041,2026-06-12,Starbucks,Food & Dining,DEBIT,4159.38,Debit Card,SUCCESS
TXN-201338,CUST-1106,2026-08-10,Coursera,Education,DEBIT,7584.06,Debit Card,SUCCESS
TXN-201339,CUST-1081,2026-07-31,1mg,Healthcare,DEBIT,6953.59,UPI,SUCCESS
TXN-201340,CUST-1026,2026-08-08,Electricity Board,Bills & Utilities,DEBIT,3903.06,UPI,SUCCESS
TXN-201341,CUST-1010,2026-04-29,Croma,Shopping,DEBIT,7604.97,Credit Card,PENDING
TXN-201342,CUST-1069,2026-04-04,Spotify,Entertainment,DEBIT,5080.64,Net Banking,SUCCESS
TXN-201343,CUST-1036,2026-07-29,Training Institute,Education,DEBIT,7997.05,Debit Card,SUCCESS
TXN-201344,CUST-1052,2026-05-10,Haldiram's,Food & Dining,DEBIT,440.44,Net Banking,SUCCESS
TXN-201345,CUST-1091,2026-02-05,Netflix,Entertainment,DEBIT,7820.38,Debit Card,SUCCESS
TXN-201346,CUST-1097,2026-05-09,Ajio,Shopping,DEBIT,3537.98,Net Banking,SUCCESS
TXN-201347,CUST-1036,2026-07-25,Uber,Travel,DEBIT,7629.41,Debit Card,SUCCESS
TXN-201348,CUST-1045,2026-07-19,Ola,Travel,DEBIT,5798.81,UPI,SUCCESS
TXN-201349,CUST-1119,2026-07-31,Flipkart,Shopping,DEBIT,7356.61,Debit Card,SUCCESS
TXN-201350,CUST-1115,2026-05-17,Blinkit,Food & Dining,DEBIT,3985.74,Credit Card,SUCCESS
TXN-201351,CUST-1046,2026-04-27,Metro,Travel,DEBIT,4966.13,Net Banking,SUCCESS
TXN-201352,CUST-1019,2026-03-17,Domino's,Food & Dining,DEBIT,1552.3,Debit Card,SUCCESS
TXN-201353,CUST-1117,2026-07-12,Myntra,Shopping,DEBIT,6417.6,Debit Card,SUCCESS
TXN-201354,CUST-1075,2026-06-29,Electricity Board,Bills & Utilities,DEBIT,762.31,UPI,SUCCESS
TXN-201355,CUST-1098,2026-04-20,PharmEasy,Healthcare,DEBIT,5944.7,Credit Card,SUCCESS
TXN-201356,CUST-1010,2026-04-06,Swiggy,Food & Dining,DEBIT,3256.92,UPI,SUCCESS
TXN-201357,CUST-1066,2026-04-06,Flipkart,Shopping,DEBIT,264.61,Debit Card,SUCCESS
TXN-201358,CUST-1048,2026-08-15,MakeMyTrip,Travel,DEBIT,7561.89,Net Banking,SUCCESS
TXN-201359,CUST-1048,2026-02-03,Domino's,Food & Dining,DEBIT,4964.79,Credit Card,SUCCESS
TXN-201360,CUST-1086,2026-04-19,Rapido,Travel,DEBIT,3996.91,Debit Card,SUCCESS
TXN-201361,CUST-1075,2026-08-11,Flipkart,Shopping,DEBIT,6636.09,Credit Card,SUCCESS
TXN-201362,CUST-1083,2026-01-20,Zomato,Food & Dining,DEBIT,4483.79,Credit Card,SUCCESS
TXN-201363,CUST-1067,2026-02-09,Decathlon,Shopping,DEBIT,1704.88,Debit Card,SUCCESS
TXN-201364,CUST-1030,2026-02-19,Spotify,Entertainment,DEBIT,5108.26,UPI,SUCCESS
TXN-201365,CUST-1046,2026-07-01,Uber,Travel,DEBIT,4162.91,Credit Card,SUCCESS
TXN-201366,CUST-1005,2026-04-11,Water Bill,Bills & Utilities,DEBIT,5567.18,UPI,SUCCESS
TXN-201367,CUST-1045,2026-07-01,Uber,Travel,DEBIT,2346.75,Debit Card,SUCCESS
TXN-201368,CUST-1049,2026-06-18,Netflix,Entertainment,DEBIT,4464.69,Debit Card,SUCCESS
TXN-201369,CUST-1021,2026-02-04,Indane Gas,Bills & Utilities,DEBIT,4091.44,Net Banking,SUCCESS
TXN-201370,CUST-1079,2026-02-12,Swiggy,Food & Dining,DEBIT,7929.75,Net Banking,SUCCESS
TXN-201371,CUST-1102,2026-01-04,Ajio,Shopping,DEBIT,6970.48,UPI,SUCCESS
TXN-201372,CUST-1016,2026-05-02,Haldiram's,Food & Dining,DEBIT,6366.47,Net Banking,SUCCESS
TXN-201373,CUST-1050,2026-06-29,Decathlon,Shopping,DEBIT,3904.6,UPI,SUCCESS
TXN-201374,CUST-1088,2026-05-28,Amazon,Shopping,DEBIT,3238.31,Debit Card,SUCCESS
TXN-201375,CUST-1019,2026-01-16,Bookstore,Education,DEBIT,4294.28,UPI,SUCCESS
TXN-201376,CUST-1075,2026-08-03,MakeMyTrip,Travel,DEBIT,7458.03,Credit Card,SUCCESS
TXN-201377,CUST-1080,2026-06-17,Spotify,Entertainment,DEBIT,351.25,UPI,SUCCESS
TXN-201378,CUST-1108,2026-06-04,Zomato,Food & Dining,DEBIT,796.39,Debit Card,SUCCESS
TXN-201379,CUST-1087,2026-04-06,Water Bill,Bills & Utilities,DEBIT,6338.44,UPI,SUCCESS
TXN-201380,CUST-1070,2026-07-07,MakeMyTrip,Travel,DEBIT,3749.97,Net Banking,SUCCESS
TXN-201381,CUST-1089,2026-07-02,Haldiram's,Food & Dining,DEBIT,7435.97,UPI,SUCCESS
TXN-201382,CUST-1079,2026-04-01,Amazon,Shopping,DEBIT,4263.69,Debit Card,SUCCESS
TXN-201383,CUST-1062,2026-04-30,Spotify,Entertainment,DEBIT,6880.5,Debit Card,SUCCESS
TXN-201384,CUST-1094,2026-06-06,Ola,Travel,DEBIT,3645.59,Credit Card,SUCCESS
TXN-201385,CUST-1054,2026-05-08,Ajio,Shopping,DEBIT,1866.6,Net Banking,SUCCESS
TXN-201386,CUST-1085,2026-05-01,Decathlon,Shopping,DEBIT,3997.3,UPI,SUCCESS
TXN-201387,CUST-1070,2026-03-31,Flipkart,Shopping,DEBIT,7675.03,Debit Card,SUCCESS
TXN-201388,CUST-1020,2026-01-24,Swiggy,Food & Dining,DEBIT,4186.24,UPI,SUCCESS
TXN-201389,CUST-1086,2026-05-11,Flipkart,Shopping,DEBIT,1586.06,Net Banking,SUCCESS
TXN-201390,CUST-1015,2026-08-02,Metro,Travel,DEBIT,4207.7,UPI,SUCCESS
TXN-201391,CUST-1096,2026-04-25,Croma,Shopping,DEBIT,1531.64,Debit Card,SUCCESS
TXN-201392,CUST-1104,2026-01-22,Jio,Bills & Utilities,DEBIT,594.13,Net Banking,SUCCESS
TXN-201393,CUST-1066,2026-04-30,Indane Gas,Bills & Utilities,DEBIT,7180.79,UPI,SUCCESS
TXN-201394,CUST-1104,2026-03-13,Haldiram's,Food & Dining,DEBIT,2185.38,UPI,SUCCESS
TXN-201395,CUST-1062,2026-06-20,Zomato,Food & Dining,DEBIT,188.64,Credit Card,SUCCESS
TXN-201396,CUST-1017,2026-05-24,Zomato,Food & Dining,DEBIT,680.64,UPI,SUCCESS
TXN-201397,CUST-1090,2026-07-12,Swiggy,Food & Dining,DEBIT,1779.75,Credit Card,SUCCESS
TXN-201398,CUST-1057,2026-05-01,Blinkit,Food & Dining,DEBIT,980.55,UPI,SUCCESS
TXN-201399,CUST-1073,2026-01-17,1mg,Healthcare,DEBIT,1442.46,Credit Card,SUCCESS
TXN-201400,CUST-1079,2026-07-04,Swiggy,Food & Dining,DEBIT,2663.24,Credit Card,SUCCESS
TXN-201401,CUST-1047,2026-07-31,Flipkart,Shopping,DEBIT,4110.78,Debit Card,SUCCESS
TXN-201402,CUST-1075,2026-04-14,IRCTC,Travel,DEBIT,1207.09,Credit Card,SUCCESS
TXN-201403,CUST-1081,2026-08-01,Starbucks,Food & Dining,DEBIT,2208.25,UPI,SUCCESS
TXN-201404,CUST-1072,2026-05-03,Metro,Travel,DEBIT,6213.0,Debit Card,SUCCESS
TXN-201405,CUST-1063,2026-05-31,Jio,Bills & Utilities,DEBIT,1375.84,Net Banking,SUCCESS
TXN-201406,CUST-1001,2026-04-04,Electricity Board,Bills & Utilities,DEBIT,2206.36,UPI,PENDING
TXN-201407,CUST-1015,2026-07-06,Metro,Travel,DEBIT,4199.41,Net Banking,SUCCESS
TXN-201408,CUST-1117,2026-07-14,Croma,Shopping,DEBIT,5018.62,UPI,SUCCESS
TXN-201409,CUST-1039,2026-05-08,MedPlus,Healthcare,DEBIT,5720.01,Net Banking,SUCCESS
TXN-201410,CUST-1033,2026-01-19,Spotify,Entertainment,DEBIT,347.07,Debit Card,SUCCESS
TXN-201411,CUST-1042,2026-07-25,1mg,Healthcare,DEBIT,5905.9,Net Banking,SUCCESS
TXN-201412,CUST-1028,2026-05-13,IRCTC,Travel,DEBIT,4014.46,Debit Card,SUCCESS
TXN-201413,CUST-1010,2026-06-28,Starbucks,Food & Dining,DEBIT,5141.85,Debit Card,SUCCESS
TXN-201414,CUST-1038,2026-01-02,PharmEasy,Healthcare,DEBIT,1725.01,Net Banking,SUCCESS
TXN-201415,CUST-1106,2026-03-15,Zomato,Food & Dining,DEBIT,358.77,Net Banking,SUCCESS
TXN-201416,CUST-1056,2026-03-07,IRCTC,Travel,DEBIT,4286.64,Credit Card,SUCCESS
TXN-201417,CUST-1093,2026-01-29,Domino's,Food & Dining,DEBIT,3365.7,UPI,SUCCESS
TXN-201418,CUST-1083,2026-03-05,Metro,Travel,DEBIT,6317.62,Credit Card,SUCCESS
TXN-201419,CUST-1006,2026-01-20,Airtel,Bills & Utilities,DEBIT,4688.97,Credit Card,SUCCESS
TXN-201420,CUST-1095,2026-08-10,Ajio,Shopping,DEBIT,4548.42,Debit Card,SUCCESS
TXN-201421,CUST-1072,2026-05-02,Swiggy,Food & Dining,DEBIT,1021.2,Debit Card,SUCCESS
TXN-201422,CUST-1096,2026-07-11,Blinkit,Food & Dining,DEBIT,6377.87,Credit Card,SUCCESS
TXN-201423,CUST-1079,2026-05-28,Training Institute,Education,DEBIT,4142.56,Credit Card,SUCCESS
TXN-201424,CUST-1110,2026-03-21,Electricity Board,Bills & Utilities,DEBIT,7778.64,UPI,SUCCESS
TXN-201425,CUST-1109,2026-07-05,Uber,Travel,DEBIT,2377.81,Credit Card,SUCCESS
TXN-201426,CUST-1099,2026-07-18,Amazon,Shopping,DEBIT,937.35,Credit Card,SUCCESS
TXN-201427,CUST-1017,2026-04-12,Croma,Shopping,DEBIT,6512.58,Net Banking,SUCCESS
TXN-201428,CUST-1082,2026-03-12,Apollo Pharmacy,Healthcare,DEBIT,4360.65,UPI,SUCCESS
TXN-201429,CUST-1003,2026-02-02,Indane Gas,Bills & Utilities,DEBIT,7829.42,Credit Card,SUCCESS
TXN-201430,CUST-1028,2026-01-18,Netflix,Entertainment,DEBIT,4845.11,Net Banking,SUCCESS
TXN-201431,CUST-1016,2026-07-15,Starbucks,Food & Dining,DEBIT,2709.11,UPI,SUCCESS
TXN-201432,CUST-1103,2026-06-28,Starbucks,Food & Dining,DEBIT,437.33,Net Banking,SUCCESS
TXN-201433,CUST-1015,2026-06-16,MakeMyTrip,Travel,DEBIT,743.22,UPI,SUCCESS
TXN-201434,CUST-1118,2026-04-04,Blinkit,Food & Dining,DEBIT,470.06,UPI,SUCCESS
TXN-201435,CUST-1086,2026-07-23,Domino's,Food & Dining,DEBIT,5412.07,Debit Card,SUCCESS
TXN-201436,CUST-1081,2026-02-24,Decathlon,Shopping,DEBIT,5559.4,Debit Card,SUCCESS
TXN-201437,CUST-1066,2026-08-15,Ola,Travel,DEBIT,4765.07,Net Banking,SUCCESS
TXN-201438,CUST-1036,2026-05-22,Ola,Travel,DEBIT,4178.57,Debit Card,SUCCESS
TXN-201439,CUST-1112,2026-04-11,Metro,Travel,DEBIT,1288.04,UPI,SUCCESS
TXN-201440,CUST-1059,2026-05-11,Udemy,Education,DEBIT,4173.83,UPI,SUCCESS
TXN-201441,CUST-1053,2026-01-31,Electricity Board,Bills & Utilities,DEBIT,2361.82,Debit Card,SUCCESS
TXN-201442,CUST-1032,2026-03-17,Decathlon,Shopping,DEBIT,2555.9,Credit Card,SUCCESS
TXN-201443,CUST-1107,2026-06-11,Ajio,Shopping,DEBIT,4226.91,UPI,SUCCESS
TXN-201444,CUST-1061,2026-03-23,Indane Gas,Bills & Utilities,DEBIT,3382.67,Credit Card,SUCCESS
TXN-201445,CUST-1115,2026-07-14,Water Bill,Bills & Utilities,DEBIT,7340.82,Credit Card,SUCCESS
TXN-201446,CUST-1008,2026-04-05,Zomato,Food & Dining,DEBIT,2601.14,Debit Card,SUCCESS
TXN-201447,CUST-1084,2026-05-07,Blinkit,Food & Dining,DEBIT,3347.31,Debit Card,SUCCESS
TXN-201448,CUST-1004,2026-01-02,Myntra,Shopping,DEBIT,6057.33,Credit Card,SUCCESS
TXN-201449,CUST-1019,2026-03-05,Airtel,Bills & Utilities,DEBIT,7735.99,UPI,SUCCESS
TXN-201450,CUST-1111,2026-01-14,Haldiram's,Food & Dining,DEBIT,5103.88,Debit Card,SUCCESS
TXN-201451,CUST-1030,2026-06-14,Blinkit,Food & Dining,DEBIT,6316.84,Debit Card,SUCCESS
TXN-201452,CUST-1109,2026-03-03,Starbucks,Food & Dining,DEBIT,5819.14,Debit Card,SUCCESS
TXN-201453,CUST-1102,2026-02-14,Swiggy,Food & Dining,DEBIT,2357.34,UPI,SUCCESS
TXN-201454,CUST-1080,2026-02-05,Domino's,Food & Dining,DEBIT,879.12,UPI,SUCCESS
TXN-201455,CUST-1096,2026-07-24,Apollo Pharmacy,Healthcare,DEBIT,398.61,Debit Card,SUCCESS
TXN-201456,CUST-1049,2026-07-15,Bookstore,Education,DEBIT,5542.28,UPI,SUCCESS
TXN-201457,CUST-1076,2026-07-05,YouTube Premium,Entertainment,DEBIT,5866.42,Debit Card,SUCCESS
TXN-201458,CUST-1004,2026-07-03,1mg,Healthcare,DEBIT,2104.77,Net Banking,SUCCESS
TXN-201459,CUST-1021,2026-06-27,Croma,Shopping,DEBIT,2954.37,Debit Card,SUCCESS
TXN-201460,CUST-1059,2026-06-16,Water Bill,Bills & Utilities,DEBIT,7712.91,Debit Card,SUCCESS
TXN-201461,CUST-1104,2026-04-16,Haldiram's,Food & Dining,DEBIT,332.21,Credit Card,SUCCESS
TXN-201462,CUST-1059,2026-02-25,1mg,Healthcare,DEBIT,6780.19,Debit Card,SUCCESS
TXN-201463,CUST-1100,2026-02-25,Water Bill,Bills & Utilities,DEBIT,3674.48,Net Banking,SUCCESS
TXN-201464,CUST-1004,2026-03-30,Spotify,Entertainment,DEBIT,3296.97,Credit Card,SUCCESS
TXN-201465,CUST-1075,2026-07-13,Rapido,Travel,DEBIT,1157.91,Debit Card,SUCCESS
TXN-201466,CUST-1120,2026-06-02,Swiggy,Food & Dining,DEBIT,2196.3,Credit Card,SUCCESS
TXN-201467,CUST-1052,2026-07-16,Amazon,Shopping,DEBIT,2457.17,UPI,SUCCESS
TXN-201468,CUST-1116,2026-06-10,Amazon,Shopping,DEBIT,2327.66,UPI,SUCCESS
TXN-201469,CUST-1076,2026-01-20,Apollo Pharmacy,Healthcare,DEBIT,5122.02,Credit Card,SUCCESS
TXN-201470,CUST-1029,2026-07-26,Haldiram's,Food & Dining,DEBIT,1228.49,Credit Card,SUCCESS
TXN-201471,CUST-1049,2026-05-23,Haldiram's,Food & Dining,DEBIT,5911.75,UPI,SUCCESS
TXN-201472,CUST-1017,2026-01-16,Zomato,Food & Dining,DEBIT,1004.14,Credit Card,SUCCESS
TXN-201473,CUST-1004,2026-03-24,Rapido,Travel,DEBIT,972.69,Debit Card,SUCCESS
TXN-201474,CUST-1092,2026-01-24,IRCTC,Travel,DEBIT,6397.18,UPI,SUCCESS
TXN-201475,CUST-1071,2026-01-21,Starbucks,Food & Dining,DEBIT,7688.22,Net Banking,SUCCESS
TXN-201476,CUST-1120,2026-05-19,IRCTC,Travel,DEBIT,5685.52,Net Banking,SUCCESS
TXN-201477,CUST-1071,2026-04-22,Ajio,Shopping,DEBIT,540.58,Net Banking,SUCCESS
TXN-201478,CUST-1014,2026-04-18,Haldiram's,Food & Dining,DEBIT,6564.98,Credit Card,SUCCESS
TXN-201479,CUST-1008,2026-07-08,Blinkit,Food & Dining,DEBIT,5872.61,Debit Card,SUCCESS
TXN-201480,CUST-1023,2026-01-05,IRCTC,Travel,DEBIT,2881.62,UPI,SUCCESS
TXN-201481,CUST-1013,2026-08-13,Bookstore,Education,DEBIT,7597.16,UPI,SUCCESS
TXN-201482,CUST-1004,2026-04-25,Netflix,Entertainment,DEBIT,1590.83,Credit Card,SUCCESS
TXN-201483,CUST-1002,2026-02-08,Starbucks,Food & Dining,DEBIT,3231.94,Net Banking,SUCCESS
TXN-201484,CUST-1028,2026-05-26,Flipkart,Shopping,DEBIT,1573.26,Credit Card,SUCCESS
TXN-201485,CUST-1054,2026-06-22,PharmEasy,Healthcare,DEBIT,5023.59,Debit Card,SUCCESS
TXN-201486,CUST-1119,2026-03-13,YouTube Premium,Entertainment,DEBIT,2961.21,Net Banking,SUCCESS
TXN-201487,CUST-1092,2026-08-01,PharmEasy,Healthcare,DEBIT,3991.61,UPI,SUCCESS
TXN-201488,CUST-1110,2026-03-21,Swiggy,Food & Dining,DEBIT,3269.48,Credit Card,SUCCESS
TXN-201489,CUST-1112,2026-07-08,Rapido,Travel,DEBIT,2922.03,Debit Card,SUCCESS
TXN-201490,CUST-1102,2026-05-25,Ajio,Shopping,DEBIT,2743.0,Net Banking,SUCCESS
TXN-201491,CUST-1028,2026-06-27,Zomato,Food & Dining,DEBIT,4745.4,UPI,SUCCESS
TXN-201492,CUST-1110,2026-04-08,Water Bill,Bills & Utilities,DEBIT,2959.67,Credit Card,SUCCESS
TXN-201493,CUST-1042,2026-02-25,Swiggy,Food & Dining,DEBIT,4406.54,UPI,SUCCESS
TXN-201494,CUST-1090,2026-04-18,Flipkart,Shopping,DEBIT,3314.05,Net Banking,SUCCESS
TXN-201495,CUST-1109,2026-08-13,Myntra,Shopping,DEBIT,6503.61,Credit Card,SUCCESS
TXN-201496,CUST-1115,2026-05-08,Udemy,Education,DEBIT,3406.7,UPI,SUCCESS
TXN-201497,CUST-1077,2026-01-30,Decathlon,Shopping,DEBIT,3306.74,Net Banking,SUCCESS
TXN-201498,CUST-1067,2026-06-28,Indane Gas,Bills & Utilities,DEBIT,1425.64,UPI,SUCCESS
TXN-201499,CUST-1023,2026-03-11,Myntra,Shopping,DEBIT,6350.04,Credit Card,SUCCESS
TXN-201500,CUST-1031,2026-03-26,Swiggy,Food & Dining,DEBIT,2547.52,Credit Card,SUCCESS
TXN-201501,CUST-1099,2026-06-22,Ola,Travel,DEBIT,6467.45,UPI,SUCCESS
TXN-201502,CUST-1016,2026-04-18,Haldiram's,Food & Dining,DEBIT,2020.44,Debit Card,SUCCESS
TXN-201503,CUST-1119,2026-02-04,Haldiram's,Food & Dining,DEBIT,294.56,Debit Card,PENDING
TXN-201504,CUST-1025,2026-02-22,Electricity Board,Bills & Utilities,DEBIT,5062.71,Debit Card,SUCCESS
TXN-201505,CUST-1001,2026-03-22,Udemy,Education,DEBIT,7083.12,UPI,SUCCESS
TXN-201506,CUST-1004,2026-07-11,Swiggy,Food & Dining,DEBIT,5389.76,Debit Card,SUCCESS
TXN-201507,CUST-1103,2026-06-02,IRCTC,Travel,DEBIT,2830.01,Credit Card,SUCCESS
TXN-201508,CUST-1091,2026-01-17,Uber,Travel,DEBIT,5326.28,Debit Card,SUCCESS
TXN-201509,CUST-1020,2026-06-02,Amazon,Shopping,DEBIT,4571.48,Credit Card,SUCCESS
TXN-201510,CUST-1015,2026-02-01,Domino's,Food & Dining,DEBIT,3659.57,Credit Card,SUCCESS
TXN-201511,CUST-1097,2026-06-08,Indane Gas,Bills & Utilities,DEBIT,3549.87,Net Banking,SUCCESS
TXN-201512,CUST-1100,2026-02-28,Amazon,Shopping,DEBIT,7086.74,Credit Card,SUCCESS
TXN-201513,CUST-1002,2026-06-21,Zomato,Food & Dining,DEBIT,5512.97,Debit Card,SUCCESS
TXN-201514,CUST-1042,2026-01-17,Jio,Bills & Utilities,DEBIT,3967.85,Debit Card,SUCCESS
TXN-201515,CUST-1085,2026-03-12,Indane Gas,Bills & Utilities,DEBIT,1293.88,Credit Card,SUCCESS
TXN-201516,CUST-1092,2026-07-14,Metro,Travel,DEBIT,834.51,Net Banking,SUCCESS
TXN-201517,CUST-1032,2026-02-03,Bookstore,Education,DEBIT,4232.5,Debit Card,SUCCESS
TXN-201518,CUST-1005,2026-05-02,Haldiram's,Food & Dining,DEBIT,7703.12,UPI,SUCCESS
TXN-201519,CUST-1069,2026-05-22,Ola,Travel,DEBIT,6740.36,Debit Card,SUCCESS
TXN-201520,CUST-1106,2026-04-21,Swiggy,Food & Dining,DEBIT,2624.63,Net Banking,SUCCESS
TXN-201521,CUST-1051,2026-06-28,Airtel,Bills & Utilities,DEBIT,4237.75,UPI,SUCCESS
TXN-201522,CUST-1092,2026-07-06,IRCTC,Travel,DEBIT,4618.52,Credit Card,SUCCESS
TXN-201523,CUST-1002,2026-06-24,Electricity Board,Bills & Utilities,DEBIT,1391.23,Net Banking,SUCCESS
TXN-201524,CUST-1037,2026-07-17,Haldiram's,Food & Dining,DEBIT,3200.91,Net Banking,SUCCESS
TXN-201525,CUST-1094,2026-02-28,Ola,Travel,DEBIT,3357.76,UPI,SUCCESS
TXN-201526,CUST-1012,2026-06-12,IRCTC,Travel,DEBIT,7842.23,Net Banking,SUCCESS
TXN-201527,CUST-1044,2026-01-18,Blinkit,Food & Dining,DEBIT,1270.57,Debit Card,SUCCESS
TXN-201528,CUST-1042,2026-03-11,MedPlus,Healthcare,DEBIT,4191.24,Credit Card,SUCCESS
TXN-201529,CUST-1091,2026-01-22,Ajio,Shopping,DEBIT,4347.07,Credit Card,SUCCESS
TXN-201530,CUST-1003,2026-04-01,Jio,Bills & Utilities,DEBIT,3981.22,UPI,SUCCESS
TXN-201531,CUST-1059,2026-02-12,Decathlon,Shopping,DEBIT,4031.37,Credit Card,SUCCESS
TXN-201532,CUST-1081,2026-04-29,Electricity Board,Bills & Utilities,DEBIT,530.21,Credit Card,SUCCESS
TXN-201533,CUST-1038,2026-06-08,Amazon,Shopping,DEBIT,4666.91,Credit Card,SUCCESS
TXN-201534,CUST-1017,2026-02-10,Bookstore,Education,DEBIT,1876.89,Debit Card,SUCCESS
TXN-201535,CUST-1087,2026-08-04,Croma,Shopping,DEBIT,7095.73,UPI,SUCCESS
TXN-201536,CUST-1040,2026-01-05,Haldiram's,Food & Dining,DEBIT,1157.31,Net Banking,SUCCESS
TXN-201537,CUST-1088,2026-04-29,Airtel,Bills & Utilities,DEBIT,3422.19,Debit Card,SUCCESS
TXN-201538,CUST-1114,2026-02-08,MedPlus,Healthcare,DEBIT,1207.03,Debit Card,SUCCESS
